nom_collab,prenom_collab,nom_parlementaire,prenom_parlementaire,id_parlementaire
Vella,Valentin,Jeanbrun,Vincent,PA842117
Jimenez-Grenier,Delphine,Travert,Stéphane,PA607395
Bersauter,Denis,Travert,Stéphane,PA607395
BLONDEL,Mathilde,Travert,Stéphane,PA607395
Soret,Thibaud,Pahun,Jimmy,PA720334
Niort,Yves,Pahun,Jimmy,PA720334
Gratton,Manon,Pahun,Jimmy,PA720334
Fabriguet,Gaëlle,Boumertit,Idir,PA794938
Brun,Raphaël,Boumertit,Idir,PA794938
Vedrines,Baptiste,Berrios,Sylvain,PA687214
LENOEL,Nathalie,Berrios,Sylvain,PA687214
SANTIAGO,Loan,Berrios,Sylvain,PA687214
François,Charles,Humbert,Sébastien,PA842085
ALEXANDRE,Christophe,Humbert,Sébastien,PA842085
FRANCOIS,Pierre,Humbert,Sébastien,PA842085
Rambaud,Philippine,Meurin,Pierre,PA793852
Loussouarn,Michel,Meurin,Pierre,PA793852
Girard,Roch,Meurin,Pierre,PA793852
Bonjour,Sébastien,Dalloz,Marie-Christine,PA332523
Hottegindre,Raynald,Dalloz,Marie-Christine,PA332523
Verron,Clémentine,Dalloz,Marie-Christine,PA332523
Guichard,Violette,Raux,Jean-Claude,PA794154
Hupel,Maxime,Raux,Jean-Claude,PA794154
Doré,William,Raux,Jean-Claude,PA794154
Maray,Solenn,Raux,Jean-Claude,PA794154
Lévy,Philippine,Gustave,Steevy,PA842013
Zavallone,Romain,Gustave,Steevy,PA842013
Moukaddi,Achraf,Gustave,Steevy,PA842013
Mathis Mazurczak,Malgorzata,Lenormand,Stéphane,PA795244
Chartier,Mélissa,Lenormand,Stéphane,PA795244
MERVEILLE,Arnaud,Lenormand,Stéphane,PA795244
BORDES-PENELOPE,Arnaud,Godard,Océane,PA840939
Cuny,Baptiste,Godard,Océane,PA840939
Duc,Lisiane,Godard,Océane,PA840939
Sebaux,Catherine,Calvez,Céline,PA721750
Fouyer,Manon,Calvez,Céline,PA721750
Sene,Adrien,Calvez,Céline,PA721750
Trembley,Elodie,Magnier,Lise,PA720230
Lahouali,Chérif,Magnier,Lise,PA720230
Cadieu,Julien,Stambach-Terrenoir,Anne,PA793744
Forgues,Mathieu,Stambach-Terrenoir,Anne,PA793744
Salvador,Rémy,Stambach-Terrenoir,Anne,PA793744
Fusero,Léane,Stambach-Terrenoir,Anne,PA793744
Borgna,Jonathan,Masson,Alexandra,PA793314
Valli,Philippe,Masson,Alexandra,PA793314
Tomatis,Gabriel,Masson,Alexandra,PA793314
Raynaud,Anthony,Masson,Alexandra,PA793314
Hourquet-Rimbes,Clara,Coulomme,Jean-François,PA795136
CHAIGNON,Jonathan,Coulomme,Jean-François,PA795136
BERTIN,Emmanuel,Rauch,Isabelle,PA720552
STOSSE,Stéphanie,Rauch,Isabelle,PA720552
Trimbur,Rémy,Rauch,Isabelle,PA720552
Lebrun,Jacqueline,Isaac-Sibille,Cyrille,PA722374
Kamalanavin,Karin,Isaac-Sibille,Cyrille,PA722374
Matias da Silva,Bastien,Isaac-Sibille,Cyrille,PA722374
XOWIE,Jean-Pierre,Tjibaou,Emmanuel,PA842299
Dianaï,Emmanuel,Tjibaou,Emmanuel,PA842299
Vendegou,Kenzo,Tjibaou,Emmanuel,PA842299
Quenouille,Nicolas,Buffet,Françoise,PA794798
CHATOUANI,Khadija,Buffet,Françoise,PA794798
GIRAUD,Eulalie,Buffet,Françoise,PA794798
CHRISTIAENS,Alice,Buffet,Françoise,PA794798
Soudais,Domingo,Rousselot,Marie-Ange,PA795888
Albrecht,Victor,Rousselot,Marie-Ange,PA795888
Ignasiak,Victor,Rousselot,Marie-Ange,PA795888
JOSEPH,Thibault,Rivière,Joseph,PA842227
MARTIN-FANTINO,Muriel,Rivière,Joseph,PA842227
MARGUERITTE,Pascal,Nadeau,Marcellin,PA795820
CHARLES-ALFRED,Christophe-Claude,Nadeau,Marcellin,PA795820
Raquil,Patricia,Nadeau,Marcellin,PA795820
YERRO,Cynthia,Nadeau,Marcellin,PA795820
Cléry,Philippe,Nadeau,Marcellin,PA795820
Beck,André-Yves,Auzanot,Bénédicte,PA796118
de Rohan-Chabot,Jacques-Henri,Auzanot,Bénédicte,PA796118
Biscos,Anne,Auzanot,Bénédicte,PA796118
Rouquet,Hélène,Panifous,Laurent,PA793210
Abadie,Audrey,Panifous,Laurent,PA793210
El Ouarghi,Sandra,Panifous,Laurent,PA793210
Linares,Morgane,Thiébault-Martinez,Céline,PA841893
Perez Navarro,Aitana,Thiébault-Martinez,Céline,PA841893
Davenne-Pinel,Aurélie,Thiébault-Martinez,Céline,PA841893
Vanderchmitt,Marie,Got,Pascale,PA331973
Augey,Chloé,Got,Pascale,PA331973
Loizeau,Manuella,Besse,Véronique,PA309643
BARON,Florin,Besse,Véronique,PA309643
Le Garec,Virginie,Besse,Véronique,PA309643
Desmaisons,Jacques,Besse,Véronique,PA309643
FONTAINE,Sacha,Eskenazi,Romain,PA842195
Bandudi-Kusa,Térence,Eskenazi,Romain,PA842195
Nessah,Emma,Eskenazi,Romain,PA842195
KHALDI,Soumia,Eskenazi,Romain,PA842195
Gautry,Frédérique,Mercier,Estelle,PA841463
Cherrier-Lagarde,Quentin,Mercier,Estelle,PA841463
BOUJOT,Jean-Jacques,Monnet,Yannick,PA793174
CLAIRE,Sebastien,Monnet,Yannick,PA793174
Diot,François,Monnet,Yannick,PA793174
David,Anaïs,Monnet,Yannick,PA793174
De Grossouvre,Nathalie,Monnet,Yannick,PA793174
Descotes,Mathilde,Lepvraud,Murielle,PA793532
Burger,Virginie,Lepvraud,Murielle,PA793532
Kerdrébez,Cédric,Caron,Aymeric,PA796090
Claveau,Mathys,Caron,Aymeric,PA796090
Bowman,Lubja,Caron,Aymeric,PA796090
ABEILLE,Aurélie,Girard,Christian,PA793102
Colore,Josiane,Girard,Christian,PA793102
Barbier,Valérie,Girard,Christian,PA793102
de Cibon,Maylis,Girard,Christian,PA793102
Luciani,Guillaume,Colombani,Paul-André,PA719286
Mattei,Jean-Toussaint,Colombani,Paul-André,PA719286
Geronimi,Josepha,Colombani,Paul-André,PA719286
Gori,Pierre-Paul,Colombani,Paul-André,PA719286
Arnoux-Herlemont,Sandrine,Riotton,Véronique,PA721426
Vernoit,Matthias,Riotton,Véronique,PA721426
Lambert,Juline,Riotton,Véronique,PA721426
Perrut,Charles,Riotton,Véronique,PA721426
Him,Sofia,Hoffman,Emmanuelle,PA841709
Plusse,Romain,Hoffman,Emmanuelle,PA841709
Halphen,Elie,Hoffman,Emmanuelle,PA841709
Brouard,Xavier,Turquois,Nicolas,PA722162
Plaze,François,Turquois,Nicolas,PA722162
Dauge,Valérie,Turquois,Nicolas,PA722162
Thomas,Antonin,Miller,Laure,PA817203
de Masin,Victor,Miller,Laure,PA817203
Poisson,Eloïse,Miller,Laure,PA817203
BETOLAUD,Iphigénie,Miller,Laure,PA817203
CHOMPHOO,Roméo,Tavernier,Boris,PA841713
Brasse,Charlotte,Tavernier,Boris,PA841713
Coulet,Clément,Tavernier,Boris,PA841713
VAILLOT,Charlotte,Wauquiez,Laurent,PA267285
GOUDARD,Patricia,Wauquiez,Laurent,PA267285
VOCANSON,Myriam,Wauquiez,Laurent,PA267285
BOURGIN,Mathilde,Wauquiez,Laurent,PA267285
Heilig,Angelo,Loubet,Alexandre,PA794590
Berthonneau,Rémy,Loubet,Alexandre,PA794590
Naves-Lauby,Adrien,Berger,Jean-Didier,PA408578
Hoareau,Aurélie,K/Bidi,Émeline,PA795998
GRONDIN,Fabrice,K/Bidi,Émeline,PA795998
Richauvet,Olivier,K/Bidi,Émeline,PA795998
BELAÏDI,Fatima,K/Bidi,Émeline,PA795998
Haquet,Clément,Vigier,Philippe,PA331582
Bonsergent,Christiane,Vigier,Philippe,PA331582
Cornette,Serge,Vigier,Philippe,PA331582
Guillaud,Julie,Vigier,Philippe,PA331582
Jeanjacquot,Morgane,Vigier,Philippe,PA331582
VANHERZEEKE,Robert,Sother,Thierry,PA841681
Rousseau,Charlotte,Sother,Thierry,PA841681
Fiegel,Flora,Sother,Thierry,PA841681
Appourchaux,Salomé,Sother,Thierry,PA841681
Bentorki,Shéhérazade,Guiraud,David,PA794478
Halassa,Valentin,Guiraud,David,PA794478
Kahalé-Abdou,Cybèle,Guiraud,David,PA794478
Pigné,Laurent,Guiraud,David,PA794478
PAMART,Thomas,Golliot,Antoine,PA841605
MAUTIN,Géraud,Golliot,Antoine,PA841605
Ledoux,Julie,Golliot,Antoine,PA841605
Strachan,Rubens,Golliot,Antoine,PA841605
Chabenat,Hubert,Forissier,Nicolas,PA1327
Fruchon,Alix,Forissier,Nicolas,PA1327
Laverdant,Emilie,Forissier,Nicolas,PA1327
Goirand,Pauline,Forissier,Nicolas,PA1327
JULLIEN,Tom,Feld,Mathilde,PA841251
MOREAU,Sophie,Feld,Mathilde,PA841251
LE BRETON,Roxane,Feld,Mathilde,PA841251
Lespinasse,Léo,Feld,Mathilde,PA841251
GERMAIN,Ludovic,Récalde,Marie,PA341981
Barthelemy,Magali,Récalde,Marie,PA341981
Bardoux,Jeanne,Récalde,Marie,PA341981
Diaz del Cano,Juan,Moutchou,Naïma,PA720908
Attrait,Valérie,Moutchou,Naïma,PA720908
Smadja,Nathan,Moutchou,Naïma,PA720908
Murail,Estelle,Moutchou,Naïma,PA720908
De Koninck,Yohan,Markowsky,Pascal,PA840837
GUERIT,Richard,Markowsky,Pascal,PA840837
DUGENNE,Patrick,Markowsky,Pascal,PA840837
Vallain,Emma,Markowsky,Pascal,PA840837
Sens,Romain,Gabarron,Julien,PA841139
Ruiz,Crystel,Gabarron,Julien,PA841139
Stroobants,Olivier,Gabarron,Julien,PA841139
COPPOLANI,Antoine,Mazaury,Laurent,PA841931
BAILLOT D'ESTIVAUX,Mathieu,Mazaury,Laurent,PA841931
DURAND,Aline,Mazaury,Laurent,PA841931
BERARD,Camille,Mazaury,Laurent,PA841931
BILONGO,Jessica,Liso,Brigitte,PA720446
AUGUERES,Marie-Elise,Liso,Brigitte,PA720446
Rollin,Amandine,Ramos,Richard,PA720092
Joui,Omar,Ramos,Richard,PA720092
MELKAOUI,Fadwa,Ramos,Richard,PA720092
Staudenmayer,Claire,Petit,Frédéric,PA721182
Kenigsberg,Arthur,Petit,Frédéric,PA721182
Brach,Emma,Petit,Frédéric,PA721182
Lebouc,Lionel,Petit,Frédéric,PA721182
Arevalo,Marie-Claude,Ménaché,Yaël,PA795786
Malard,Sébastien,Ménaché,Yaël,PA795786
Montel,Nils,Ménaché,Yaël,PA795786
Vieira,Julien,Sanquer,Nicole,PA721110
Ilhan-Karakaya,Türkân,Sanquer,Nicole,PA721110
PATER,Stéphanie,Sanquer,Nicole,PA721110
Gorny,Oriane,Lam,Thomas,PA842125
Brookes,Kevin,Lam,Thomas,PA842125
Levy,Diane,Lam,Thomas,PA842125
Chrétien,Anthony,Pic,Anna,PA794270
Loret,Estelle,Pic,Anna,PA794270
Boulais-Rivière,Eliott,Pic,Anna,PA794270
LE PALLEC,Elsa,Le Peih,Nicole,PA720342
le Graet,Nicolas,Le Peih,Nicole,PA720342
LE GOUEF,Christine,Le Peih,Nicole,PA720342
Normand,Baptiste,Le Peih,Nicole,PA720342
Juste,Roman,Le Peih,Nicole,PA720342
MAGNIN,Antoni,Villedieu,Antoine,PA794946
Cazacu,Dimitru,Villedieu,Antoine,PA794946
Prévot,Arthur,Villedieu,Antoine,PA794946
Le Moulec-Deschamps,Jean-Eudes,Villedieu,Antoine,PA794946
Le Meur,Stephanie,Faure,Olivier,PA609332
Janiaud-Vergnaud,Amandine,Faure,Olivier,PA609332
MILAN-HOMOLLE,Marie,Bonnet,Sylvie,PA719968
Yannacopoulos,Claire,Bonnet,Sylvie,PA719968
Serrand,Virginie,Bonnet,Sylvie,PA719968
FOIRET,Constance,Dive,Julien,PA712015
GOMES,Christelle,Dive,Julien,PA712015
Marlière,Françoise,Dive,Julien,PA712015
Puchaux,Clément,Dive,Julien,PA712015
Dysserinck,Jonathan,Dive,Julien,PA712015
PICARD,Vincent,Hervieu,Catherine,PA840947
Nocquard,Sylvain,Hervieu,Catherine,PA840947
Pelletier,Louise,Hervieu,Catherine,PA840947
MONTREUIL,Gilles,Clavet,Bruno,PA840159
Hamy,Julien,Clavet,Bruno,PA840159
DERVAUX,Leslie,Clavet,Bruno,PA840159
GOEURY,Alexis,Clavet,Bruno,PA840159
Jenn,Sandrine,Lemaire,Didier,PA794838
Criseo,Lionel,Lemaire,Didier,PA794838
Blenner,Camille,Lemaire,Didier,PA794838
Palazzini,Romain,Delaporte,Arthur,PA793394
Benattar,Léopold,Delaporte,Arthur,PA793394
DANTREGUE,Claire,Delaporte,Arthur,PA793394
Thaon,Matthieu,D'Intorni,Christelle,PA793322
Malardel,Joachim,D'Intorni,Christelle,PA793322
ZANETTI,Enzo,Lepers,Guillaume,PA695512
Tembremande,Léa,Lepers,Guillaume,PA695512
Vergnes,Alexandre,Lepers,Guillaume,PA695512
Ripoll,Marie Laure,Goulet,Perrine,PA720560
Meunier,Poerava,Goulet,Perrine,PA720560
Heil,Ludivine,Goulet,Perrine,PA720560
Goux,Léa,Goulet,Perrine,PA720560
Grard,Floriane,Goulet,Perrine,PA720560
Muschotti,Cécile,Dirx,Benjamin,PA722382
CHRISTIANSEN,Christine,Dirx,Benjamin,PA722382
Hauray,Léa,Dirx,Benjamin,PA722382
Langevin,Yohann,Dirx,Benjamin,PA722382
Kari,Elias,Bergantz,Anne,PA805166
Brunet,Nicolas,Bergantz,Anne,PA805166
MENOT,Robin,Vos,Frédéric-Pierre,PA841575
VIMARD,Antoine,Vos,Frédéric-Pierre,PA841575
Rouvier,Charles,Vos,Frédéric-Pierre,PA841575
Faure,Sally,Vos,Frédéric-Pierre,PA841575
Millasseau,Estelle,Marsaud,Sandra,PA719080
Realland,Kerrian,Marsaud,Sandra,PA719080
Merendon,Laure,Marsaud,Sandra,PA719080
CHAVANNE,Carole,Soudais,Ersilia,PA795466
Garnier,Mathieu,Soudais,Ersilia,PA795466
Snoussi,Amine,Soudais,Ersilia,PA795466
THIBAULT,Ritchy,Soudais,Ersilia,PA795466
Sézille,Annick,Guiniot,Michel,PA794734
Lozac'h de Cordoue-Hecquard,Yannick,Guiniot,Michel,PA794734
Méné,Kaïna,Guiniot,Michel,PA794734
Kubicki,Lukas,Lelouis,Gisèle,PA793290
COLOMBO,Capucine,Lelouis,Gisèle,PA793290
Rioult,Olivier,Lelouis,Gisèle,PA793290
Tolaïni,Amandine,Lelouis,Gisèle,PA793290
Fournet,Théau,Lelouis,Gisèle,PA793290
Sicot,Frédéric,Le Nabour,Christine,PA719756
Dereppe,Kévin,Le Nabour,Christine,PA719756
LOISEL,Heïdi,Le Nabour,Christine,PA719756
Engel,Christelle,Becht,Olivier,PA642935
EHRET,Antoine,Becht,Olivier,PA642935
Blum,Georges-Fabrice,Becht,Olivier,PA642935
Rives,Claire,Lauzzana,Michel,PA720022
Terral,Dorian,Lauzzana,Michel,PA720022
Rodriguez,Alexy,Lauzzana,Michel,PA720022
POINTLANE,Joffrey,Martin,Patrice,PA841825
Labé,Antoine,Martin,Patrice,PA841825
Marjanovic,Mathilde,Martin,Patrice,PA841825
Pennelle,Céline,Martin,Patrice,PA841825
KLESPERT-SURUGUE,Charlotte-Emmanuelle,Hablot,Stéphane,PA841471
Beladjine,Farid,Hablot,Stéphane,PA841471
Brungard,Marie-Jeanne,Hablot,Stéphane,PA841471
Biba,Marinko,Hablot,Stéphane,PA841471
VERSAEN,Nicolas,Bovet,Jorys,PA793182
GALLAIS,Anne-claire,Belluco,Lisa,PA795362
Couton,Benjamin,Belluco,Lisa,PA795362
BU,Ludovic,Belluco,Lisa,PA795362
AUZANNEAU,Samuel,Belluco,Lisa,PA795362
Lethuillier,Elyse,Simonnet,Danielle,PA796018
Le Fourn-Boussegha,Adrien,Simonnet,Danielle,PA796018
Khaldi,Clarence,Simonnet,Danielle,PA796018
Keller,Xavier,Simonnet,Danielle,PA796018
RESMOND,Sandy,Berville,Hervé,PA719218
Tanguy,Mathilde,Berville,Hervé,PA719218
MESNARD,Ariane,de Pélichy,Constance,PA841359
MAZIER,Anna,de Pélichy,Constance,PA841359
Pajon,Cris,de Pélichy,Constance,PA841359
CAFFYN,Diane,Runel,Sandrine,PA841717
CUGNIERE,Mathis,Runel,Sandrine,PA841717
Renou,Déliana,Runel,Sandrine,PA841717
Marchand,Aude,Pilato,René,PA817211
Dussaigne,Matthieu,Pilato,René,PA817211
Brondel,Anthony,Pilato,René,PA817211
Chaix,Eileen,Pilato,René,PA817211
Lecointre,Aurélie,Pilato,René,PA817211
Kwiatkowski,Roman,Lakrafi,Amélia,PA721004
Mecarsel,Joseph,Lakrafi,Amélia,PA721004
Autissier,Sylvie,Lakrafi,Amélia,PA721004
Khelloqi,Sofia,Lakrafi,Amélia,PA721004
Webert Makhlouf,Vera,Lakrafi,Amélia,PA721004
Hafiz,Samy,Marle,Pierre,PA794518
Boulanger,Anne,Marle,Pierre,PA794518
Saison,Antoine,Marle,Pierre,PA794518
Everaere,Benoît,Marle,Pierre,PA794518
Gregoire Marie Laurent Pierre,Louis,Allisio,Franck,PA793432
Rebuffat,Valentin,Allisio,Franck,PA793432
Vincent,Bryan,Allisio,Franck,PA793432
Barthélémy,Antoine,Allisio,Franck,PA793432
SOLTERMANN,Yann,Allisio,Franck,PA793432
Grillat,Stéphane,Bazin-Malgras,Valérie,PA718884
Aubry-Caffet,Sophie,Bazin-Malgras,Valérie,PA718884
Boutang,Emmanuelle,Favennec-Bécot,Yannick,PA267042
Isaac,Amélie,Favennec-Bécot,Yannick,PA267042
Mezzasoma,Frank,Tabarot,Michèle,PA267794
BLARDONE,Rémi,Tabarot,Michèle,PA267794
Avaliani,David,Tabarot,Michèle,PA267794
Aidaoui,Romain,Tabarot,Michèle,PA267794
Pernet,Lisa,Tabarot,Michèle,PA267794
Lemoine,Tiphaine,Spillebout,Violette,PA794486
Aelterman,Eric,Spillebout,Violette,PA794486
Remi,Mathilde,Spillebout,Violette,PA794486
Bastien,Louison,Spillebout,Violette,PA794486
DEMARET,Sandrine,de Fleurian,Marc,PA841613
KACZMIERCZAK,François,de Fleurian,Marc,PA841613
LEDOUX,Laurent,de Fleurian,Marc,PA841613
DE MONTMORILLON,François,de Fleurian,Marc,PA841613
Petit,Lionel,de Fleurian,Marc,PA841613
Laurent,Elyssa,William,Jiovanny,PA720992
Hilarus,Annie-Laure,William,Jiovanny,PA720992
Lonete,Julia,William,Jiovanny,PA720992
Lette,Olivier,William,Jiovanny,PA720992
Gavanon,Emmanuelle,Meizonnet,Nicolas,PA719436
Combaudon,Thomas,Meizonnet,Nicolas,PA719436
Privat,Théo,Meizonnet,Nicolas,PA719436
DRONET,Carine,Errante,Sophie,PA607193
LE GAL,Karine,Errante,Sophie,PA607193
NICOLLE,Jean Bosco,Errante,Sophie,PA607193
GERAULT,Claire,Errante,Sophie,PA607193
Pitorre,Léa,Legrain,Sarah,PA791824
Delaunay,Anaïs,Legrain,Sarah,PA791824
MESNIL,Léa,Legrain,Sarah,PA791824
Angelini,Félix,Legrain,Sarah,PA791824
Guesdon,Marion,Karamanli,Marietta,PA335054
ROUILLARD,Dorothée,Karamanli,Marietta,PA335054
VINCENT,Denis,Karamanli,Marietta,PA335054
Di Maggio,Julien,Olive,Karl,PA795722
Rosso-Cadetto,Bastien,Olive,Karl,PA795722
Lefilliâtre,Baptiste,Olive,Karl,PA795722
Elard,Quirian,Roy,Sophie-Laurence,PA842097
De La Valette,Aymeric,Roy,Sophie-Laurence,PA842097
Fasquelle,Steven,Salmon,Emeric,PA794954
Vasconcelos,Fabio,Salmon,Emeric,PA794954
FRITSCH,Nathalie,Salmon,Emeric,PA794954
Pennelle,Céline,Salmon,Emeric,PA794954
Faustin,David,Tavel,Matthias,PA794166
Lefeuvre,Thomas,Tavel,Matthias,PA794166
Tixier,Sébastien,Tavel,Matthias,PA794166
Bunel,Pauline,Tavel,Matthias,PA794166
Cousin,Marine,Blairy,Emmanuel,PA720668
de Foucault,Marie-Laurence,Blairy,Emmanuel,PA720668
Carneaux,Mélissa,Blairy,Emmanuel,PA720668
LE MONIER,Victor,Pribetich,Pierre,PA840955
Mallet,Aurélie,Pribetich,Pierre,PA840955
Le Rhun,François-Xavier,Tanguy,Liliana,PA719550
Lauden,Guénaëlle,Tanguy,Liliana,PA719550
Olivier,Martine,Tanguy,Liliana,PA719550
Nicollet,Charlotte,Tanguy,Liliana,PA719550
Courtet,Clara,Liégeon,Eric,PA642725
Jacquet,Marie-Aimée,Liégeon,Eric,PA642725
Toy-Riont Grossiord,Clémence,Liégeon,Eric,PA642725
Bonniec,Karine,Patrier-Leitus,Jérémie,PA793398
Dezoteur,Marie,Patrier-Leitus,Jérémie,PA793398
Painset,Amandine,Habib,David,PA1592
Duizidou,David,Habib,David,PA1592
Deary,Lindsey,Habib,David,PA1592
CHOUQUET,Aymeric,Piquemal,François,PA793756
MERCIER,Galia,Piquemal,François,PA793756
Scampa,Victoria,Piquemal,François,PA793756
HERVIER BLONDEL,Louis,Grégoire,Emmanuel,PA840171
TIROT,Paul,Grégoire,Emmanuel,PA840171
Porcedo,Tom,Grégoire,Emmanuel,PA840171
Berthet,Romain,Gruet,Justine,PA794058
Mbitel,Fatima,Gruet,Justine,PA794058
Ceugniet,Pierre,Gruet,Justine,PA794058
Nury,Anne-Sophie,Gruet,Justine,PA794058
Compagnon,Cécile,Gruet,Justine,PA794058
Hayot,Nathan,Masson,Bryan,PA793330
Tribuiani-De Agostini,Cyril,Masson,Bryan,PA793330
Quessada,Rafael,Masson,Bryan,PA793330
Renault,Simon,Masson,Bryan,PA793330
Camps,Marlon,Gouffier Valente,Guillaume,PA721296
Santoli,Marie,Gouffier Valente,Guillaume,PA721296
REY,Emmanuel,Corneloup,Josiane,PA722390
LENGLAIN,Isabelle,Corneloup,Josiane,PA722390
Salami,Rose,Corneloup,Josiane,PA722390
Evain,Suzanne,Potier,Dominique,PA607553
Gaspar,Hugo,Potier,Dominique,PA607553
Groscolas,Jeanne,Potier,Dominique,PA607553
ALBOUY,Esther,Potier,Dominique,PA607553
Granger,Armelle,Bonnet,Nicolas,PA841507
Cisterne,Amaury,Bonnet,Nicolas,PA841507
Tournay,Maxime,Bonnet,Nicolas,PA841507
Vigier,Bastien,Bonnet,Nicolas,PA841507
Hourdin,Charlotte,Bonnet,Nicolas,PA841507
Ferrand,Albéric,Guitton,Jordan,PA793218
Thiébaut,Adrien,Guitton,Jordan,PA793218
Frégans,Baptiste,Guitton,Jordan,PA793218
Panero,Christian,Guitton,Jordan,PA793218
Mekkid,Nadia,Aviragnet,Joël,PA642764
Picard,Jean-Luc,Aviragnet,Joël,PA642764
Guerand,Simon,Aviragnet,Joël,PA642764
Gerbal-Mieze,Florence,Guerin,David,PA841833
DARQUES,Jerome,Bataille,Jean-Pierre,PA267763
Patik,Panna,Bataille,Jean-Pierre,PA267763
Gapilian,Angélique,Bataille,Jean-Pierre,PA267763
Chevet,Julien,Lechanteux,Julie,PA796026
Vendrely,Léo,Lechanteux,Julie,PA796026
Gallinella,Fabien,Lechanteux,Julie,PA796026
Brand,Laurie,Petex,Christelle,PA721442
Collas,Lorane,Petex,Christelle,PA721442
Vintras,Noëlle,Petex,Christelle,PA721442
LAPARRO,Aurélien,Proença,Christophe,PA841367
MELLAG,Zackaria,Proença,Christophe,PA841367
Proença,Estelle,Proença,Christophe,PA841367
Cros,Geoffrey,Proença,Christophe,PA841367
Belaubre,Théo,Proença,Christophe,PA841367
Holingue,Bastien,Jacobelli,Laurent,PA794598
BARATTE,Guillaume,Jacobelli,Laurent,PA794598
Henrypierre,Jules,Jacobelli,Laurent,PA794598
Attia,David,Jacobelli,Laurent,PA794598
Bourguignon,Alban,Vidal,Annie,PA722102
Vazquez,Matthias,Vidal,Annie,PA722102
Duchesne,Morgane,Vidal,Annie,PA722102
Ferry,Axel,Vidal,Annie,PA722102
Maria,Romain,Herbillon,Michel,PA1630
Raimond,Delphine,Herbillon,Michel,PA1630
Mathet-Raffaelli,Edgar,Herbillon,Michel,PA1630
Sahai,Oxann,Gumbs,Frantz,PA795258
Peuchot,Anne,Gumbs,Frantz,PA795258
Dialakana,Lukeba,Bilongo,Carlos Martens,PA795616
Bandudi Kusa,Thierry-Roland,Bilongo,Carlos Martens,PA795616
Saurin,Nicolas,Bilongo,Carlos Martens,PA795616
Lemaire Zola,Lorraine,Bilongo,Carlos Martens,PA795616
Facon,Nathalie,Marchio,Matthieu,PA794530
Lemoine,Maxence,Marchio,Matthieu,PA794530
Paillard,Emmanuelle,Marchio,Matthieu,PA794530
COCHET,Jérôme,Marchio,Matthieu,PA794530
Deligny,Gabriel,Grégoire,Olivia,PA721764
Raseta,Kristell,Grégoire,Olivia,PA721764
Valat,Colas,Dombre Coste,Fanny,PA606573
HERNANDEZ,Carine,Dombre Coste,Fanny,PA606573
Havet,Kévin,Dombre Coste,Fanny,PA606573
Thibaut,Léo,Laussucq,Jean,PA841693
Martinez,Léa,Laussucq,Jean,PA841693
DESCLAUD,Elodie,Cormier-Bouligeon,François,PA719118
Rochette,Marie,Cormier-Bouligeon,François,PA719118
Moinard,Béatrice,Henriet,Pierre,PA722070
Heduin,François,Henriet,Pierre,PA722070
DESCAMPS,Fatima,Vicot,Roger,PA794494
Delamare,Thibault,Vicot,Roger,PA794494
BAUDE,Gabriel,Vicot,Roger,PA794494
ROUSSEAU,Geoffrey,Evrard,Auguste,PA841621
LALOY,Aline,Evrard,Auguste,PA841621
Orban,Jean-Baptiste,Goulet,Florence,PA794418
George,Carine,Goulet,Florence,PA794418
Chouzenoux,Anne,Goulet,Florence,PA794418
Alaux,Pierre,Pauget,Éric,PA718784
Léonetti,Stéphane,Pauget,Éric,PA718784
Simoes da Silva,Johanna,Pauget,Éric,PA718784
Fauriel,Clément,Pauget,Éric,PA718784
CLAVIER,Odile,Bothorel,Éric,PA642695
Bouligny,Jeanne,Bothorel,Éric,PA642695
Arhant,Léna,Bothorel,Éric,PA642695
M'Rabet,Helmi,Panot,Mathilde,PA720892
Trouvé-Buisson,Elise,Panot,Mathilde,PA720892
Morel,Clément,Panot,Mathilde,PA720892
Dacalor,Maxime,Panot,Mathilde,PA720892
Jarlier,François,Panot,Mathilde,PA720892
Bigorre,Lara,Panot,Mathilde,PA720892
LEVEQUE,Aline,Yadan,Caroline,PA795046
CHEKROUN,Nathanaël,Yadan,Caroline,PA795046
LEOPOLD,Sébastien,Yadan,Caroline,PA795046
Liebaert,Marieke,Fuchs,Bruno,PA722284
Laferrerie,Isabelle,Fuchs,Bruno,PA722284
Kentouri-Bonod,Pierre-Emmanuel,Fuchs,Bruno,PA722284
Abib,Sabrina,Fuchs,Bruno,PA722284
Gutzwiller,Alexandra,Fuchs,Bruno,PA722284
Duchesne de Lamotte,Léa,Fournier,Charles,PA793980
Loison,Jeanne,Fournier,Charles,PA793980
CRENN,Clara,Fournier,Charles,PA793980
ALESSANDRINI,Pierre,Ceccoli,François-Xavier,PA841047
HALLE,Jean-Luc,Ceccoli,François-Xavier,PA841047
PASQUALINI,Laetitia,Ceccoli,François-Xavier,PA841047
Casoni,Laetitia,Ceccoli,François-Xavier,PA841047
BOUTEILLON,Louis,Ceccoli,François-Xavier,PA841047
Boillot,Julie,Albertini,Xavier,PA794278
Krebs,Maud,Albertini,Xavier,PA794278
Michel,Valentin,Albertini,Xavier,PA794278
ORDAS,Mathilde,Lopez-Liguori,Aurélien,PA793904
Rosier,Baptiste,Lopez-Liguori,Aurélien,PA793904
Chauderlier,Emeline,Lopez-Liguori,Aurélien,PA793904
Fournier,Anaïs,Marion,Christophe,PA794206
